OBJECTID,WARD,ADDNUM,ADDSTR,LTLOCATION,RDLOCATION,OWNERSHIP,PARK,SPECIES,DBH,TREATMENT,EABTAGNUMB,DEDTAGNUMB
5819,13,400,MARIA GORETTI CIRC,Front,N/A,City,0,Maple Sugar,7,,0,0
5827,12,355,LACASSE AVE,Boul,N/A,City,0,Maple Norway,18,,0,0
5851,13,719,BORTHWICK AVE,Front,N/A,City,0,Ash Species,36,EAB,335,0
5855,18,1841,BOTSFORD ST,Front,N/A,City,0,Ash Species,68,EAB,778,0
5856,18,952,CHAPMAN BLVD,Front,Boulevard,City,0,Ash Species,66,EAB,643,0
5905,12,134,VACHON AVE,Rear,Boulevard,City,0,Hackberry,18,,0,0
5908,12,91,VACHON AVE,Front,N/A,Joint,0,Spruce Colorado,27,,0,0
5914,12,122,DAGMAR AVE,Front,Boulevard,City,0,Maple Sugar,7,,0,0
5921,12,113,ALICE ST,Side,N/A,City,0,Maple Norway,16,,0,0
5933,13,76,DONALD ST,Front,Boulevard,City,0,Locust Honey,42,,0,0
5934,11,1420,MEADOWBROOK RD,N/A,N/A,City,-1,Ash Species,36,EAB,598,0
5941,18,768,CHAPMAN BLVD,Front,Boulevard,City,0,Ash Species,11,EAB,733,0
5948,18,680,HASTINGS AVE,Front,N/A,City,0,Ash Species,48,EAB,774,0
5955,13,769,CLAUDE ST,Front,N/A,City,0,Ash Species,64,EAB,326,0
5961,13,644,MORIN ST,Front,N/A,City,0,Linden Littleleaf,64,,0,0
5969,13,991,BEAUDRY ST,Front,N/A,City,0,Ash Species,63,,0,0
5973,13,391,IRWIN MILLER ST,Front,N/A,Joint,0,Maple Silver,94,,0,0
5984,13,412,ENFIELD AVE,Front,N/A,City,0,Maple Norway,19,,0,0
5990,11,495,TISDALE CRES,Front,N/A,City,0,Crabapple Species,95,,0,0
5998,11,516,TISDALE CRES,Front,N/A,City,0,Ash Species,60,,0,0
6003,11,494,TISDALE CRES,Front,N/A,City,0,Birch Species,52,,0,0
6021,11,2160,BLUE JAY CRES,Front,N/A,City,0,Spruce White,60,,0,0
6022,11,2160,BLUE JAY CRES,Front,N/A,City,0,Maple Red,48,,0,0
6039,11,2127,BLUE JAY CRES,Front,N/A,City,0,Maple Red,46,,0,0
6051,12,297,LEVIS AVE,Front,N/A,Joint,0,Maple Silver,78,,0,0
6060,12,245,JEANNE MANCE ST,Oppos,N/A,City,0,Linden Littleleaf,20,,0,0
6066,12,312,LAFONTAINE AVE,Front,N/A,City,0,Cedar  Eastern White,19,,0,0
6097,11,562,EASTVALE DR,Side,N/A,City,0,Maple Silver,59,,0,0
6106,11,594,EASTVALE DR,Front,N/A,City,0,Linden Littleleaf,71,,0,0
6115,11,1421,LEIGH CRES,Side,N/A,City,0,Cherry Species,12,,0,0
6122,11,1380,LEIGH CRES,Front,N/A,City,0,Linden Littleleaf,48,,0,0
6127,11,1400,ALBORO CRES,Front,N/A,City,0,Linden Littleleaf,45,,0,0
6131,11,1404,ALBORO CRES,Front,N/A,City,0,Spruce White,10,,0,0
6135,11,1424,ALBORO CRES,Front,N/A,City,0,Spruce White,31,,0,0
6143,11,1413,ALBORO CRES,Front,N/A,City,0,Linden Littleleaf,52,,0,0
6164,12,388,LEVIS AVE,Front,N/A,City,0,Lilac  Japanese,12,,0,0
6207,11,1374,CHICORY PL,Rear,Boulevard,City,0,Locust Honey,5,,0,0
6208,11,1382,CHICORY PL,Rear,Boulevard,City,0,Hackberry,5,,0,0
6209,11,1382,CHICORY PL,Rear,Boulevard,City,0,Hackberry,5,,0,0
6211,11,4200,CARVER PL,Side,Boulevard,City,0,Hackberry,6,,0,0
6213,11,1000,CHARLTON DR,Side,N/A,City,0,Ash Species,51,,0,0
6216,11,969,CHARLTON DR,Front,N/A,City,0,Ash Species,48,,0,0
6221,11,949,CHARLTON DR,Front,N/A,City,0,Ash Species,36,,0,0
6222,11,941,CHARLTON DR,Front,N/A,City,0,Ash Species,55,,0,0
6227,11,1373,OGDEN ST,Front,N/A,City,0,Ash White,34,,0,0
6229,11,1068,BOURGET AVE,Side,N/A,City,0,Oak Red,8,,0,0
6242,11,8,MOWAT ST,Front,N/A,Joint,0,Apple Species,28,,0,0
6245,11,24,FLORETTE ST,Front,N/A,City,0,Maple Norway,44,,0,0
6250,11,2,SUMAC ST,Front,N/A,City,0,Maple Silver,80,,0,0
6258,13,94,DONALD ST,Front,Boulevard,City,0,Ash White,19,,0,0
6265,13,950,MARGUERITE AVE,Front,N/A,City,0,Crabapple Species,5,,0,0
6266,12,350,MONTGOMERY ST,Front,Boulevard,City,0,Crabapple Species,5,,0,0
6269,13,984,NORTH RIVER RD,Side,N/A,City,0,Ash White,35,,0,0
6273,18,271,MOUNTBATTEN AVE,Front,N/A,City,0,Maple Sugar,5,,0,0
6274,18,1833,BEATTIE AVE,Front,N/A,City,0,Maple Red,5,,0,0
6292,12,235,MARIER AVE,Rear,N/A,City,0,Maple Silver,119,,0,0
6297,12,280,SHAKESPEARE ST,Side,N/A,City,0,Cedar  Eastern White,23,,0,0
6300,12,250,MONTFORT ST,Front,N/A,Joint,0,Beech Species,47,,0,0
6301,12,268,MONTFORT ST,Side,N/A,City,0,Maple Manitoba,75,,0,0
6323,11,2381,OGILVIE RD,Front,Boulevard,City,0,Maple Silver,44,,0,0
6331,11,1601,LASSITER TER,Side,Boulevard,City,0,Maple Silver,48,,0,0
6336,11,837,EASTVALE DR,Side,Boulevard,City,0,Maple Silver,44,,0,0
6344,11,2086,KENDER AVE,Front,N/A,City,0,Maple Norway,45,,0,0
6347,11,2106,KENDER AVE,Front,N/A,City,0,Maple Norway,64,,0,0
6358,11,647,INGRAM CRES,Front,N/A,City,0,Maple Norway,12,,0,0
6363,12,175,GRANVILLE ST,Front,N/A,City,0,Maple Norway,39,,0,0
6380,12,270,MICHEL CIRC,Front,Boulevard,City,0,Maple Red,14,,0,0
6382,12,270,PERRIER AVE,Front,N/A,City,0,Spruce White,3,,0,0
6415,11,664,INGRAM CRES,Front,N/A,City,0,Apple Species,30,,0,0
6420,11,2102,DUTTON CRES,Front,N/A,City,0,Maple Norway,9,,0,0
6430,11,2138,DUTTON CRES,Front,N/A,City,0,Maple Silver,100,,0,0
6435,11,2158,DUTTON CRES,Front,N/A,City,0,Maple Red,12,,0,0
6436,11,2145,DUTTON CRES,Side,N/A,City,0,Maple Silver,28,,0,0
6437,11,2133,DUTTON CRES,Front,N/A,City,0,Locust Honey,10,,0,0
6439,11,2158,MONSON CRES,Front,N/A,City,0,Maple Red,63,,0,0
6462,11,2081,KENDER AVE,Front,N/A,City,0,Maple Amur,6,,0,0
6467,11,646,INGRAM CRES,Front,N/A,City,0,Maple Red,33,,0,0
6472,11,1460,CYRVILLE RD,Side,N/A,City,0,Pine White,5,,0,0
6473,11,1059,OGILVIE RD,Front,N/A,City,-1,Maple Sugar,5,,0,0
6487,14,27,SPRUCE ST,Front,N/A,City,0,Lilac  Japanese,5,,0,0
6500,8,2320,DRURY LANE,Front,N/A,City,0,Maple Red,5,,0,0
6502,8,2250,TORQUAY AVE,Front,N/A,City,-1,Elm Prospector,5,,0,0
6505,8,1170,CLINE CRES,Front,N/A,City,0,Oak Red,5,,0,0
6534,1,3343,ST. JOSEPH BLVD,Rear,N/A,City,0,Pine White,5,,0,0
6544,1,1073,CHABLIS PK,N/A,N/A,City,-1,Serviceberry,3,,0,0
6545,2,1826,D'AMOUR CRES,Front,N/A,City,0,Maple Red,5,,0,0
6555,2,1570,FOREST VALLEY DR,Side,N/A,City,0,Oak Red,5,,0,0
6556,2,1570,FOREST VALLEY DR,Side,N/A,City,0,Oak Red,5,,0,0
6571,11,1506,AMBASSADOR AVE,Oppos,N/A,City,0,Maple Red,5,,0,0
6578,17,245,CLEMOW AVE,Front,Boulevard,City,0,Maple Red,5,,0,0
6590,18,1801,PLAYFAIR DR,Front,N/A,City,-1,Oak Red,5,,0,0
6594,18,2331,ATWATER ST,Front,N/A,City,0,Maple Red,5,,0,0
6596,18,1923,MICHIGAN AVE,Side,N/A,City,0,Lilac  Japanese,5,,0,0
6609,12,361,IBERVILLE ST,Side,N/A,City,0,Aspen Largetooth,61,,0,0
6620,12,94,DAGMAR AVE,Front,Boulevard,City,0,Serviceberry,5,,0,0
6651,12,220,HANNAH ST,Front,N/A,City,0,Linden Littleleaf,24,,0,0
6671,12,201,BARIBEAU ST,Front,N/A,City,0,Hackberry,18,,0,0
6676,7,234,WOODLAND AVE,Front,N/A,City,0,Maple Sugar,5,,0,0
6688,13,45,CARWOOD CIRC,Front,N/A,City,0,Maple Sugar,5,,0,0
6689,13,55,CARWOOD CIRC,Front,N/A,City,0,Ginkgo,5,,0,0
6699,11,1368,OGDEN ST,Front,N/A,City,0,Ginkgo,5,,0,0
6729,13,1094,NORTH RIVER RD,Front,N/A,City,0,Ash White,179,,0,0
6734,13,984,NORTH RIVER RD,Side,N/A,City,0,Ash White,23,,0,0
6738,9,25,ASHBURN DR,Front,N/A,City,0,Lilac  Japanese,5,,0,0
6749,22,5,WESTWINDS PL,Front,N/A,City,0,Lilac  Japanese,5,,0,0
6752,16,1433,CHATELAIN AVE,Front,N/A,City,0,Lilac  Japanese,5,,0,0
6753,16,2930,ALBION RD,Front,N/A,City,-1,Maple Silver,5,,0,0
6756,13,230,PRESLAND RD,Front,N/A,Joint,0,Poplar Species,38,,0,0
6779,13,1111,NORTH RIVER RD,Side,N/A,City,0,Maple Norway,53,,0,0
6801,13,406,SPARTAN AVE,Front,N/A,City,0,Maple Sugar,19,,0,0
6812,13,981,DONALD ST,Side,Boulevard,City,0,Ginkgo,2,,0,0
6815,18,550,SMYTH RD,Front,N/A,City,-1,Maple Silver,5,,0,0
6856,13,536,DUNBRACK ST,Front,N/A,City,0,Maple Norway,15,,0,0
6860,6,1018,STITTSVILLE MAIN ST,Front,N/A,City,-1,Spruce Colorado,5,,0,0
6868,13,491,WOLFFDALE CRES,Front,N/A,City,0,Maple Sugar,5,,0,0
6870,13,368,PRESLAND RD,Front,N/A,City,-1,Hackberry,5,,0,0
6872,13,110,DONALD ST,Boul,N/A,City,0,Elm Prospector,3,,0,0
6873,12,511,ST. PATRICK ST,Side,N/A,City,0,Elm Prospector,3,,0,0
6876,18,1922,HAIG DR,Front,N/A,City,0,Elm Prospector,5,,0,0
6878,12,267,PARK ST,Front,N/A,City,0,Maple Silver,93,,0,0
6884,12,140,ST. PAUL ST,Front,N/A,City,0,Cherry Species,4,,0,0
6890,12,71,ST. AMBROISE ST,Front,N/A,City,0,Willow Species,3,,0,0
6891,12,73,ST. AMBROISE ST,Front,N/A,City,0,Maple Sugar,70,,0,0
6906,12,50,BEECHWOOD AVE,Side,N/A,City,0,Spruce White,21,,0,0
6907,12,50,BEECHWOOD AVE,Side,N/A,City,0,Cedar  Eastern White,10,,0,0
6911,12,71,ST. AMBROISE ST,Front,N/A,City,0,Poplar Balsam,2,,0,0
6934,12,365,LACASSE AVE,Front,Boulevard,City,0,Maple Norway,29,,0,0
6948,12,201,MARIER AVE,Front,N/A,City,0,Lilac  Japanese,8,,0,0
6949,12,186,SHAKESPEARE ST,Side,N/A,Joint,0,Catalpa northern,77,,0,0
6965,18,1816,ST. LAURENT BLVD,Front,N/A,City,-1,Oak Red,5,,0,0
6967,18,1698,AMBERDALE CRES,Front,N/A,City,0,Lilac  Japanese,5,,0,0
6970,10,57,PITTAWAY AVE,Front,N/A,City,0,Lilac  Japanese,5,,0,0
6973,10,1535,CAHILL DR,Front,N/A,City,-1,Maple Sugar,5,,0,0
6976,20,1480,BLACK STALLION WAY,Front,N/A,City,0,Lilac  Japanese,5,,0,0
6979,13,90,CARWOOD CIRC,Front,N/A,City,0,Maple Sugar,5,,0,0
6983,12,180,TABOR AVE,Front,N/A,City,0,Apple Species,14,,0,0
6992,12,375,MONTFORT ST,Side,N/A,City,0,Spruce White,36,,0,0
6994,12,401,ST. DENIS ST,Front,N/A,City,0,Maple Manitoba,14,,0,0
6995,12,196,CANTIN ST,Oppos,N/A,City,0,Elm American,12,,0,0
7004,12,156,TABOR AVE,Front,N/A,City,0,Serviceberry,4,,0,0
7005,12,172,TABOR AVE,Front,N/A,City,0,Cherry Species,5,,0,0
7006,12,280,SHAKESPEARE ST,Side,N/A,City,0,Maple Manitoba,39,,0,0
7011,12,277,ST. DENIS ST,Front,N/A,City,0,Maple Norway,65,,0,0
7013,12,268,MONTFORT ST,Side,N/A,City,0,Maple Manitoba,25,,0,0
7017,12,111,GRANVILLE ST,Front,N/A,City,0,Maple Norway,21,,0,0
7033,13,984,NORTH RIVER RD,Front,N/A,City,0,Ash White,30,,0,0
7034,13,984,NORTH RIVER RD,Front,N/A,City,0,Ash White,20,,0,0
7041,13,788,BORTHWICK AVE,Front,N/A,City,0,Maple Red,12,,0,0
7062,12,260,MONTFORT ST,Front,N/A,City,0,Cedar  Eastern White,26,,0,0
7063,12,272,MONTFORT ST,Front,Boulevard,City,0,Maple Norway,23,,0,0
7073,13,116,CARWOOD CIRC,Front,N/A,City,0,Hackberry,5,,0,0
7075,4,68,KENINS CRES,Front,N/A,City,0,Maple Sugar,5,,0,0
7093,12,325,LAVERGNE ST,Front,N/A,City,0,Spruce White,35,,0,0
7115,13,1028,MEADOW PARK PL,Side,N/A,City,0,Ash Species,29,,0,0
7135,13,45,DUNBARTON CRT,Front,N/A,City,0,Ash Species,38,,0,0
7138,13,71,DUNBARTON CRT,Front,N/A,City,0,Ash Species,40,,0,0
7141,13,58,DUNBARTON CRT,Front,N/A,City,0,Maple Sugar,38,,0,0
7166,12,328,PERRIER AVE,Front,N/A,City,0,Spruce Colorado,47,,0,0
7167,12,306,PERRIER AVE,Front,N/A,City,0,Maple Norway,27,,0,0
7203,19,100,MILLENNIUM BLVD,Front,N/A,City,-1,Maple Red,5,,0,0
7220,11,16,BURROWS RD,Front,N/A,City,0,Pine Austrian,22,,0,0
7228,11,24,BURROWS RD,Front,N/A,Joint,0,Spruce White,30,,0,0
7229,11,24,BURROWS RD,Side,N/A,City,0,Spruce Colorado,17,,0,0
7243,11,2034,WOODGLEN CRES,Front,N/A,City,0,Maple Red,12,,0,0
7249,11,941,THRUSH CRT,Front,N/A,City,0,Maple Sugar,24,,0,0
7254,11,2,COXFORD ST,Side,N/A,City,0,Spruce Colorado,27,,0,0
7265,11,38,WICK CRES,Front,N/A,City,0,Maple Sugar,18,,0,0
7266,11,524,BUCHANAN CRES,Side,N/A,City,0,Maple Red,90,,0,0
7270,11,,BEAVERPOND DR,Front,N/A,City,0,,0,,0,0
7278,15,458,BEVAN AVE,Front,N/A,City,0,Elm Prospector,5,,0,0
7289,7,2584,ROMAN AVE,Front,N/A,City,0,Lilac  Japanese,5,,0,0
7294,23,32,KAKULU RD,Front,N/A,City,0,Maple Sugar,5,,0,0
7299,3,93,HOULAHAN ST,Front,N/A,City,-1,Linden Littleleaf,5,,0,0
7308,16,2688,FLANNERY DR,Front,N/A,City,0,Maple Red,5,,0,0
7309,16,918,RAND AVE,Front,N/A,City,0,Serviceberry,5,,0,0
7312,16,2930,ALBION RD,Front,N/A,City,-1,Maple Silver,5,,0,0
7314,13,79,JARDIN PRIV,Side,N/A,City,0,Spruce Colorado,6,,0,0
7317,13,270,MART CIRC,Front,N/A,City,0,Linden Littleleaf,40,,0,0
7323,13,704,CARSON'S RD,Front,N/A,City,0,Linden Littleleaf,14,,0,0
7326,13,718,CARSON'S RD,Side,N/A,City,0,Ash Species,33,,0,0
7327,13,801,DEN HAAG DR,Front,N/A,Joint,0,Maple Norway,15,,0,0
7335,11,2a,ORIOLE DR,Front,N/A,City,0,Crabapple Species,103,,0,0
7338,11,175,ROTHWELL DR,Side,N/A,City,0,Maple Sugar,25,,0,0
7349,13,1415,PLUMBER AVE,Front,N/A,City,0,Ash Species,48,,0,0
7366,13,756,CLAUDE ST,Front,Boulevard,City,0,Locust Honey,2,,0,0
7369,13,816,CLAUDE ST,Front,Boulevard,City,0,Ash White,60,,0,0
7373,13,819,CLAUDE ST,Front,N/A,City,0,Elm Prospector,3,,0,0
7379,13,470,WOLFFDALE CRES,Side,N/A,City,0,Mountain Ash  Oakleaf,14,,0,0
7388,17,136,POWELL AVE,Front,N/A,City,0,Locust Honey,5,,0,0
7397,18,818,HOLT CRES,Front,N/A,City,0,Maple Sugar,5,,0,0
7404,4,2500,CAMBRAY LANE,Front,N/A,City,0,Lilac  Japanese,5,,0,0
7409,13,127,DONALD ST,Front,N/A,City,0,Lilac  Japanese,5,,0,0
7411,13,403,DONALD ST,Front,Boulevard,City,0,Ash Species,27,,0,0
7418,13,944,EVE ST,Front,N/A,City,0,Linden Littleleaf,75,,0,0
7424,13,377,SPARTAN AVE,Rear,N/A,City,0,Linden Littleleaf,12,,0,0
7430,12,309,ALTHA AVE,Front,N/A,City,0,Beech Species,35,,0,0
7431,18,1860,DEVLIN CRES,Front,N/A,City,0,Linden Littleleaf,90,,0,0
7434,11,38,WICK CRES,Side,N/A,City,0,Maple Sugar,14,,0,0
7441,11,1128,CUMMINGS AVE,Side,N/A,City,0,Birch White,16,,0,0
7442,11,1128,CUMMINGS AVE,Side,N/A,City,0,Elm American,12,,0,0
7443,11,1138,THIBAULT ST,Front,N/A,City,0,Spruce White,40,,0,0
7445,11,1081,CUMMINGS AVE,Front,N/A,City,0,Elm Siberian,14,,0,0
7454,11,48,ROTHWELL DR,Side,N/A,City,0,Maple Sugar,18,,0,0
7455,11,48,ROTHWELL DR,Side,N/A,City,0,Ash Species,12,,0,0
7469,11,22,CEDAR RD,Side,N/A,City,0,Elm American,32,,0,0
7472,11,1486,INNES RD,Front,N/A,City,0,Maple Red,6,,0,0
7480,11,36,DAVIDSON DR,Front,N/A,City,0,Elm American,92,,0,0
7493,12,309,FRONTENAC ST,Front,N/A,City,0,Elm American,109,,0,0
7494,12,354,LAFONTAINE AVE,Front,N/A,City,0,Lilac  Japanese,8,,0,0
7537,13,312,DONALD ST,Front,Boulevard,City,0,Crabapple Species,6,,0,0
7539,13,1111,NORTH RIVER RD,Front,N/A,City,0,Ash White,32,,0,0
7548,13,1374,METZ CRES,Front,N/A,City,0,Linden Littleleaf,37,,0,0
7549,13,1380,METZ CRES,Side,N/A,City,0,Linden Littleleaf,51,,0,0
7563,13,21,WARNOCK CRT,Rear,N/A,City,0,Maple Sugar,11,,0,0
7565,13,7,WARNOCK CRT,Front,N/A,City,0,Maple Norway,18,,0,0
7567,13,801,DEN HAAG DR,Front,N/A,City,0,Maple Norway,11,,0,0
7587,13,992,BATHGATE DR,Front,N/A,Joint,0,Ash Species,63,,0,0
7588,13,3,BOREALIS CRES,Side,N/A,City,0,Hackberry,11,,0,0
7602,13,984,NORTH RIVER RD,Side,N/A,City,0,Ash White,57,,0,0
7617,6,1018,STITTSVILLE MAIN ST,Front,N/A,City,-1,Spruce White,5,,0,0
7621,13,403,DONALD ST,Boul,N/A,City,0,Locust Honey,3,,0,0
7625,18,1586,PULLEN AVE,Front,N/A,City,0,Elm Prospector,5,,0,0
7629,12,50,BEECHWOOD AVE,Side,N/A,City,0,Maple Norway,19,,0,0
7630,12,50,BEECHWOOD AVE,Side,N/A,City,0,Spruce White,18,,0,0
7660,13,966,NORTH RIVER RD,Front,N/A,Joint,0,Ash White,46,,0,0
7661,13,939,NORTH RIVER RD,Front,N/A,City,0,Maple Norway,18,,0,0
7663,13,203,NORTH RIVER RD,Side,N/A,City,0,Ash White,61,,0,0
7665,12,356,MAYFIELD ST,Front,N/A,Joint,0,Maple Silver,84,,0,0
7670,13,984,NORTH RIVER RD,Side,N/A,City,0,Ash White,107,,0,0
7674,6,85,HARTSMERE DR,Front,N/A,City,-1,Hackberry,5,,0,0
7682,6,1018,STITTSVILLE MAIN ST,Front,N/A,City,-1,Hackberry,5,,0,0
7683,6,1018,STITTSVILLE MAIN ST,Front,N/A,City,-1,Spruce Colorado,5,,0,0
7685,6,1018,STITTSVILLE MAIN ST,Front,N/A,City,-1,Hackberry,5,,0,0
7697,11,1349,RAINBOW ST,Front,N/A,City,0,Maple Red,5,,0,0
7698,11,1195,OGILVIE RD,Front,N/A,City,-1,Serviceberry,5,,0,0
7706,12,233,ALFRED ST,Front,N/A,City,0,Lilac  Japanese,7,,0,0
7709,12,218,CANTIN ST,Oppos,N/A,City,0,Maple Manitoba,58,,0,0
7711,12,232,CANTIN ST,Front,N/A,City,0,Maple Manitoba,58,,0,0
7714,12,305,ST. DENIS ST,Front,N/A,Joint,0,Maple Manitoba,38,,0,0
7716,12,255,ST. DENIS ST,Front,N/A,City,0,Maple Norway,19,,0,0
7718,12,303,MONTFORT ST,Front,N/A,City,0,Maple Sugar,41,,0,0
7720,12,315,MONTFORT ST,Front,N/A,City,0,Spruce Colorado,41,,0,0
7726,12,206,HANNAH ST,Front,N/A,City,0,Linden Littleleaf,26,,0,0
7729,12,345,GRANDMAITRE ST,Side,N/A,Joint,0,Spruce Colorado,42,,0,0
7731,12,306,ST. DENIS ST,Side,N/A,City,0,Cherry Species,7,,0,0
7734,12,321,LAVERGNE ST,Front,N/A,City,0,Maple Sugar,22,,0,0
7746,11,2032,WOODGLEN CRES,Front,N/A,City,0,Maple Red,31,,0,0
7755,11,4,SWANS WAY,Side,N/A,City,0,Ash Species,18,,0,0
7758,13,161,DONALD ST,Boul,N/A,City,0,Elm Prospector,3,,0,0
7768,12,258,"DESROSIERS, RUE ST",Front,N/A,City,0,Aspen Largetooth,44,,0,0
7769,12,140,ST. PAUL ST,Front,N/A,City,0,Apple Species,4,,0,0
7779,12,186,MARIER AVE,Front,Boulevard,City,0,Lilac  Japanese,11,,0,0
7780,12,177,MARIER AVE,Side,N/A,City,0,Maple Silver,67,,0,0
7781,12,152,TABOR AVE,Side,N/A,City,0,Maple Amur,35,,0,0
7791,12,401,ST. DENIS ST,Front,N/A,City,0,Maple Manitoba,44,,0,0
7792,12,196,CANTIN ST,Oppos,N/A,City,0,Maple Amur,18,,0,0
7794,12,395,ST. DENIS ST,Front,N/A,City,0,Cherry Choke Schubert,4,,0,0
7795,12,395,ST. DENIS ST,Front,N/A,City,0,Cherry Species,3,,0,0
7801,12,276,ST. DENIS ST,Front,N/A,Joint,0,Hawthorn,17,,0,0
7814,11,2,COXFORD ST,Front,N/A,City,0,Spruce Colorado,20,,0,0
7842,11,530,BUCHANAN CRES,Front,N/A,City,0,Basswood,38,,0,0
7847,12,43,LAVERGNE ST,Side,N/A,City,0,Elm American,37,,0,0
7856,12,326,PERRIER AVE,Front,N/A,City,0,Cherry Species,41,,0,0
7857,12,322,PERRIER AVE,Front,N/A,City,0,Pear Species,5,,0,0
7871,12,344,GRANDMAITRE ST,Front,N/A,City,0,Maple Norway,10,,0,0
7884,12,34,LAVERGNE ST,Oppos,N/A,City,0,Serviceberry,38,,0,0
7889,12,291,MICHEL CIRC,Front,N/A,City,0,Cherry Species,11,,0,0
7901,12,361,PAULINE CHARRON PL,Front,N/A,City,0,Maple Norway,34,,0,0
7905,19,2232,SANDMAN CRES,Front,N/A,City,0,Lilac  Japanese,5,,0,0
7907,1,251,TRAIL SIDE CIRC,Oppos,N/A,City,0,Locust Honey,5,,0,0
7910,11,,BEAVERPOND DR,Front,N/A,City,0,,0,,0,0
7916,14,320,JACK PURCELL LANE,Front,N/A,City,-1,Elm Prospector,5,,0,0
7917,14,320,JACK PURCELL LANE,Front,N/A,City,-1,Elm Prospector,5,,0,0
7933,11,,WREN RD,Side,N/A,City,0,Spruce White,28,,0,0
7950,11,2111,MONTREAL RD,Front,N/A,City,0,Maple Norway,32,,0,0
7953,11,1276,BELGATE WAY,Front,N/A,City,0,Pine Austrian,21,,0,0
7954,11,1148,CUMMINGS AVE,Side,N/A,City,0,Crabapple Species,5,,0,0
7964,11,51,STEELE PARK PRIV,Side,N/A,City,0,Maple Red,12,,0,0
7966,11,1765,MONTREAL RD,Side,N/A,City,0,Elm Siberian,26,,0,0
7975,15,579,BYRON AVE,Front,N/A,City,-1,Serviceberry,5,,0,0
7976,15,579,BYRON AVE,Front,N/A,City,-1,Elm Prospector,5,,0,0
7981,8,2190,BEL-AIR DR,Front,N/A,City,0,Hackberry,5,,0,0
7986,7,2333,REMBRANDT RD,Front,N/A,City,0,Maple Red,5,,0,0
7999,23,5,MORTON DR,Front,N/A,City,-1,Locust Honey,5,,0,0
8005,4,3,VERMEER WAY,Front,N/A,City,0,Oak Red,5,,0,0
8008,3,29,GREENPOINTE DR,Front,N/A,City,-1,Maple Sugar,5,,0,0
8009,3,3435,JOCKVALE RD,Front,N/A,City,-1,Maple Sugar,5,,0,0
8028,11,62,REBECCA CRES,Front,N/A,City,0,Oak Species,5,,0,0
8043,11,592,DUFF CRES,Side,N/A,City,0,Maple Red,42,,0,0
8055,11,1,DELONG DR,Front,N/A,City,0,Hemlock,12,,0,0
8061,11,16,ROTHWELL DR,Front,N/A,City,0,Maple Sugar,18,,0,0
8070,11,63,ROTHWELL DR,Front,N/A,City,0,Spruce White,36,,0,0
8091,13,491,WOLFFDALE CRES,Front,N/A,City,0,Ash Species,72,,0,0
8098,13,751,BEN ST,Front,N/A,City,0,Maple Sugar,10,,0,0
8099,13,654,MORIN ST,Front,N/A,City,0,Ash Species,32,,0,0
8102,13,686,MORIN ST,Front,N/A,City,0,Linden Littleleaf,51,,0,0
8109,13,33,QUILL ST,Front,Boulevard,City,0,Olive Russian,26,,0,0
8143,11,12,DAVIDSON DR,Front,N/A,City,0,Maple Sugar,42,,0,0
8176,11,20,DAVIDSON CRES,Front,N/A,City,0,Maple Sugar,15,,0,0
8180,11,26,DAVIDSON CRES,Front,N/A,City,0,Maple Sugar,19,,0,0
8183,11,303,BLAIR RD,Front,N/A,City,0,Ash White,28,,0,0
8185,11,16,BURROWS RD,Side,N/A,City,0,Maple Sugar,49,,0,0
8215,13,489,MUTUAL ST,Front,N/A,City,0,Maple Red,5,,0,0
8218,13,218,ALVIN RD,Front,N/A,City,0,Maple Red,5,,0,0
8224,12,250,SOMERSET ST,Front,N/A,City,-1,Hazel Turkish,5,,0,0
8226,12,250,SOMERSET ST,Front,N/A,City,-1,Oak Red,5,,0,0
8233,15,720,KEENAN AVE,Front,N/A,City,0,Lilac  Japanese,5,,0,0
8240,8,2150,BERWICK AVE,Front,N/A,City,0,Maple Red,5,,0,0
8241,8,2250,TORQUAY AVE,Front,N/A,City,-1,Elm Prospector,5,,0,0
8253,11,2021,KINGS GROVE CRES,Front,N/A,City,0,Lilac  Japanese,37,,0,0
8254,11,2027,KINGS GROVE CRES,Front,N/A,City,0,Ash Species,30,,0,0
8256,11,2080,KINGS GROVE CRES,Front,N/A,City,0,Maple Red,51,,0,0
8257,11,581,WOODGLEN GT,Front,N/A,City,0,Fir Balsam,21,,0,0
8258,11,1149,ELMLEA DR,Front,N/A,City,0,Birch White,36,,0,0
8296,13,170,COLUMBUS AVE,Side,N/A,City,0,Crabapple Species,8,,0,0
8297,13,267,COLUMBUS AVE,Side,N/A,City,0,Ash White,21,,0,0
8319,13,866,CLAUDE ST,Front,N/A,City,0,Ash Species,50,,0,0
8349,13,932,BERMUDA AVE,Front,N/A,City,0,Maple Sugar,47,,0,0
8362,13,519,ALESTHER ST,Front,N/A,City,0,Maple Red,35,,0,0
8366,13,532,ALESTHER ST,Front,N/A,City,0,Maple Norway,59,,0,0
8389,13,515,STRABY AVE,Front,N/A,City,0,Cherry Choke Schubert,25,,0,0
8424,12,320,OLMSTEAD ST,Front,N/A,City,0,Lilac  Japanese,7,,0,0
8447,12,330,OLMSTEAD ST,Front,N/A,City,0,Maple Sugar,19,,0,0
8469,13,33,QUILL ST,Front,Boulevard,City,0,Olive Russian,50,,0,0
8482,13,285,KING GEORGE ST,Front,N/A,City,0,Maple Norway,36,,0,0
