OBJECTID,WARD,ADDNUM,ADDSTR,LTLOCATION,RDLOCATION,OWNERSHIP,PARK,SPECIES,DBH,TREATMENT,EABTAGNUMB,DEDTAGNUMB
8487,13,377,KING GEORGE ST,Front,N/A,Joint,0,Maple Manitoba,84,,0,0
8500,13,99,QUEEN MARY ST,Side,N/A,City,0,Elm American,57,,0,0
8507,13,505,PRINCE ALBERT ST,Front,N/A,City,0,Maple Norway,47,,0,0
8508,13,390,PRINCE ALBERT ST,Front,N/A,City,0,Ash White,61,,0,0
8511,13,374,PRINCE ALBERT ST,Front,N/A,City,0,Ash White,67,,0,0
8541,13,100,PROVENDER AVE,Front,N/A,City,0,Maple Norway,16,,0,0
8542,13,109,PROVENDER AVE,Front,N/A,City,0,Ash Species,23,,0,0
8549,13,561,FOXVIEW PL,Front,N/A,Joint,0,Oak White,22,,0,0
8550,13,511,FOXVIEW PL,Front,N/A,City,0,Locust Honey,49,,0,0
8551,13,576,BRUNEL ST,Front,N/A,City,0,Linden Littleleaf,57,,0,0
8553,13,631,MUTUAL ST,Front,N/A,City,0,Crabapple Species,17,,0,0
8562,13,630,GARDENVALE RD,Side,N/A,City,0,Maple Norway,23,,0,0
8565,13,633,GARDENVALE RD,Front,N/A,City,0,Ash White,64,,0,0
8566,13,625,GARDENVALE RD,Front,N/A,City,0,Ash White,60,,0,0
8584,13,288,COLUMBUS AVE,Front,N/A,City,0,Maple Freeman,8,,0,0
8587,13,1012,LOLA ST,Front,N/A,City,0,Elm Siberian,45,,0,0
8599,13,302,KING GEORGE ST,Front,N/A,City,0,Maple Norway,41,,0,0
8601,13,355,NORTH RIVER RD,Front,N/A,City,0,Linden Littleleaf,15,,0,0
8602,13,333,NORTH RIVER RD,Front,N/A,City,0,Linden Littleleaf,17,,0,0
8605,13,237,NORTH RIVER RD,Side,N/A,City,0,Pine Scotch,14,,0,0
8607,13,255,NORTH RIVER RD,Side,N/A,City,0,Maple Norway,12,,0,0
8626,13,335,DONALD ST,Front,Boulevard,City,0,Ash Species,42,,0,0
8633,12,195,BARIBEAU ST,Front,N/A,City,0,Hackberry,18,,0,0
8641,13,326,DONALD ST,Front,Boulevard,City,0,Ash White,37,,0,0
8647,13,571,DONALD ST,Front,Boulevard,City,0,Ginkgo,2,,0,0
8651,13,1027,NORTH RIVER RD,Side,N/A,City,0,Maple Sugar,26,,0,0
8668,13,47,KING GEORGE ST,Front,N/A,City,0,Lilac  Japanese,27,,0,0
8678,12,154,LAVERGNE ST,Front,N/A,City,0,Maple Norway,13,,0,0
8691,13,357,SPARTAN AVE,Front,Boulevard,City,0,Maple Sugar,8,,0,0
8695,13,340,SPARTAN AVE,Front,N/A,City,0,Maple Sugar,47,,0,0
8716,13,1099,FRANCES ST,Front,N/A,City,0,Spruce Colorado,11,,0,0
8720,13,413,QUEEN MARY ST,Side,N/A,City,0,Maple Manitoba,36,,0,0
8725,13,460,HARDY AVE,Front,N/A,City,0,Maple Norway,25,,0,0
8731,13,467,PRINCE ALBERT ST,Front,N/A,City,0,Maple Norway,28,,0,0
8740,13,211,PRINCE ALBERT ST,Front,N/A,City,0,Maple Sugar,37,,0,0
8747,13,708,TROJAN AVE,Front,N/A,City,0,Maple Sugar,30,,0,0
8748,13,703,TROJAN AVE,Front,N/A,City,0,Maple Norway,23,,0,0
8771,13,768,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,30,,0,0
8788,13,448,TRURO ST,Front,N/A,City,0,Maple Sugar,51,,0,0
8790,13,398,CARPENTER WAY,Front,N/A,City,0,Maple Sugar,46,,0,0
8801,13,29,PRINCE ALBERT ST,Side,N/A,City,0,Maple Manitoba,67,,0,0
8805,13,977,VERA ST,Front,N/A,City,0,Crabapple Species,39,,0,0
8846,13,387,BLAKE BLVD,Front,N/A,City,0,Maple Silver,27,,0,0
8852,13,308,BLAKE BLVD,Front,Boulevard,City,0,Maple Norway,10,,0,0
8854,13,180,BOREALIS CRES,Side,N/A,City,0,Locust Honey,12,,0,0
8857,13,48,BOREALIS CRES,Side,N/A,City,0,Ash Species,12,,0,0
8872,13,704,CARSON'S RD,Front,N/A,City,0,Ash Species,35,,0,0
8876,13,801,DEN HAAG DR,Front,N/A,City,0,Spruce Colorado,28,,0,0
8882,11,1574,BLAIR RD,Front,N/A,City,0,Maple Manitoba,82,,0,0
8888,11,17,KAYMAR DR,Front,N/A,City,0,Spruce White,17,,0,0
8891,11,680,KAMA PL,Front,N/A,City,0,Maple Sugar,35,,0,0
8915,12,,RICHARD CIRC,Front,N/A,City,0,,0,,0,0
8935,13,216,ST. LAURENT BLVD,Front,N/A,City,0,Maple Sugar,57,,0,0
8939,13,932,ST. LAURENT BLVD,Front,N/A,Joint,0,Maple Norway,22,,0,0
8959,13,568,DONALD ST,Side,N/A,City,0,Maple Red,54,,0,0
8972,13,145,GLYNN AVE,Front,N/A,City,0,Maple Sugar,18,,0,0
8976,13,591,QUEEN MARY ST,Side,N/A,Joint,0,Maple Red,66,,0,0
8996,13,723,LUC ST,Side,N/A,City,0,Maple Silver,181,,0,0
8997,13,280,GLYNN AVE,Front,N/A,Joint,0,Spruce White,34,,0,0
9001,13,142,GLYNN AVE,Front,N/A,City,0,Ash White,42,,0,0
9008,13,432,KING GEORGE ST,Front,N/A,City,0,Spruce White,11,,0,0
9010,13,1099,ISIDORE ST,Side,N/A,City,0,Spruce White,43,,0,0
9013,13,512,PRINCE ALBERT ST,Front,N/A,City,0,Maple Norway,32,,0,0
9025,13,981,BRANT ST,Front,N/A,City,0,Maple Norway,42,,0,0
9028,13,974,BRANT ST,Front,N/A,City,0,Ash White,55,,0,0
9040,12,347,LACASSE AVE,Boul,N/A,City,0,Maple Norway,16,,0,0
9042,12,350,LACASSE AVE,Boul,N/A,City,0,Maple Norway,30,,0,0
9083,13,351-b,PRESLAND RD,Front,N/A,City,0,Maple Norway,32,,0,0
9084,13,355-b,PRESLAND RD,Front,N/A,City,0,Maple Norway,24,,0,0
9099,13,394,DONALD ST,Front,Boulevard,City,0,Ash Species,26,,0,0
9115,13,959,NORTH RIVER RD,Side,N/A,City,0,Ash Species,32,,0,0
9117,13,369,NORTH RIVER RD,Side,N/A,City,0,Oak English,10,,0,0
9137,13,959,NORTH RIVER RD,Front,N/A,City,0,Ash White,22,,0,0
9147,11,565,BLAIR RD,Front,N/A,City,0,Locust  Black,20,,0,0
9150,13,1456,PLUMBER AVE,Front,N/A,City,0,Ash Species,47,,0,0
9154,13,1434,PLUMBER AVE,Front,N/A,City,0,Ash Species,56,,0,0
9170,13,926,CHARLTON DR,Side,N/A,City,0,Cherry Choke Schubert,15,,0,0
9183,13,1260,ALLOWAY CRES,Side,N/A,City,0,Ash Species,42,,0,0
9191,13,980,BEAUDRY ST,Front,N/A,City,0,Hackberry,6,,0,0
9215,12,90,DAGMAR AVE,Front,N/A,Joint,0,Linden Littleleaf,45,,0,0
9246,13,2,MEADOWCROFT CRES,Front,N/A,City,0,Maple Norway,14,,0,0
9252,13,74,MEADOWCROFT CRES,Front,N/A,City,0,Locust Honey,15,,0,0
9257,13,145,DUNBARTON CRT,Oppos,CenterMed,City,0,Spruce Colorado,20,,0,0
9264,13,204,DUNBARTON CRT,Side,N/A,City,0,Spruce Colorado,24,,0,0
9270,13,169,DUNBARTON CRT,Front,N/A,City,0,Ash Species,24,,0,0
9291,13,175,MAFEKING AVE,Front,N/A,City,0,Maple Sugar,66,,0,0
9293,13,187,WINGHAM PL,Front,N/A,City,0,Mountain Ash  Oakleaf,20,,0,0
9323,13,35,DONALD ST,Front,N/A,City,0,Maple Norway,40,,0,0
9328,13,238,DONALD ST,Front,Boulevard,City,0,Maple Norway,23,,0,0
9352,13,211,MART CIRC,Front,N/A,City,0,Linden Littleleaf,28,,0,0
9355,13,643,MORIN ST,Front,N/A,City,0,Linden Littleleaf,45,,0,0
9356,13,663,MORIN ST,Front,N/A,City,0,Ash European,52,,0,0
9386,13,801,DEN HAAG DR,Front,N/A,City,0,Maple Norway,19,,0,0
9408,11,2075,MONTREAL RD,Front,N/A,City,0,Maple Sugar,7,,0,0
9416,13,121,PROVENDER AVE,Side,N/A,City,0,Maple Norway,18,,0,0
9451,13,728,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,27,,0,0
9458,13,815,ST. LAURENT BLVD,Side,N/A,City,0,Cherry Choke Schubert,16,,0,0
9459,13,519,ROCKLEDGE RD,Front,N/A,City,0,Linden Littleleaf,20,,0,0
9464,13,48,BOREALIS CRES,Side,N/A,City,0,Ash Species,12,,0,0
9504,13,633,MORIN ST,Front,N/A,City,0,Lilac  Japanese,8,,0,0
9507,13,458,WOLFFDALE CRES,Front,N/A,City,0,Ash Species,70,,0,0
9510,13,675,ALESTHER ST,Front,N/A,City,0,Spruce White,8,,0,0
9518,13,548,ALESTHER ST,Front,N/A,City,0,Maple Norway,27,,0,0
9535,13,620,CUMMINGS AVE,Front,N/A,Joint,0,Maple Sugar,22,,0,0
9556,13,361,MEADOW PARK PL,Front,N/A,City,0,Hackberry,4,,0,0
9558,13,361,MEADOW PARK PL,Front,N/A,City,0,Ash White,39,,0,0
9567,13,555,BRITTANY DR,Front,N/A,City,0,Ash White,40,,0,0
9568,13,555,BRITTANY DR,Front,N/A,City,0,Ash White,40,,0,0
9590,13,801,DEN HAAG DR,Front,N/A,City,0,Spruce Colorado,38,,0,0
9594,11,1765,MONTREAL RD,Side,N/A,City,0,Elm Siberian,76,,0,0
9603,11,26,KAYMAR DR,Side,N/A,City,0,Pine Scotch,25,,0,0
9605,11,26,KAYMAR DR,Side,N/A,City,0,Pine Scotch,35,,0,0
9616,11,3,DAVIDSON DR,Front,N/A,City,0,Spruce Colorado,20,,0,0
9619,11,18,BRIARCLIFFE DR,Front,N/A,City,0,Maple Sugar,26,,0,0
9626,13,1441,PLUMBER AVE,Front,N/A,City,0,Ash Species,58,,0,0
9628,13,1415,PLUMBER AVE,Front,N/A,City,0,Spruce Colorado,23,,0,0
9650,13,159,CARWOOD CIRC,Side,N/A,City,0,Locust Honey,6,,0,0
9663,13,11,DUNBARTON CRT,Front,N/A,City,0,Maple Red,18,,0,0
9672,13,104,DUNBARTON CRT,Front,N/A,City,0,Ash Species,25,,0,0
9675,13,105,DUNBARTON CRT,Front,N/A,City,0,Linden Littleleaf,32,,0,0
9684,13,128,DUNBARTON CRT,Front,N/A,City,0,Maple Sugar,25,,0,0
9689,13,1399,PLUMBER AVE,Front,N/A,City,0,Ash Species,49,,0,0
9706,13,784,TELFORD AVE,Front,N/A,City,0,Birch Species,33,,0,0
9712,13,615,DONAT ST,Side,N/A,City,0,Hackberry,38,,0,0
9721,13,446,QUEEN MARY ST,Front,N/A,Joint,0,Maple Norway,36,,0,0
9723,13,347,QUEEN MARY ST,Front,N/A,Joint,0,Maple Red,43,,0,0
9747,13,230,BRITTANY DR,Rear,N/A,City,0,Maple Norway,14,,0,0
9752,13,505,ST. LAURENT BLVD,Front,N/A,City,0,Locust Honey,5,,0,0
9769,13,545,ST. LAURENT BLVD,Front,N/A,City,0,Maple Norway,21,,0,0
9781,13,355,LONDON TER,Front,N/A,City,0,Maple Amur,12,,0,0
9785,13,300,LONDON TER,Front,N/A,City,0,Linden Littleleaf,58,,0,0
9798,13,172,MARTIN AVE,Oppos,N/A,City,0,Apple Species,12,,0,0
9799,13,465,NEWMAN AVE,Front,N/A,City,0,Crabapple Species,65,,0,0
9800,13,468,NEWMAN AVE,Front,N/A,City,0,Maple Red,2,,0,0
9802,13,979,FRANCES ST,Front,N/A,City,0,Linden Littleleaf,98,,0,0
9813,13,1401,METZ CRES,Front,N/A,City,0,Maple Norway,26,,0,0
9815,13,1415,METZ CRES,Front,N/A,City,0,Linden Littleleaf,45,,0,0
9820,13,1261,ALLOWAY CRES,Side,N/A,City,0,Pine Austrian,35,,0,0
9821,13,121,MEADOWCROFT CRES,Front,N/A,City,0,Spruce Colorado,17,,0,0
9829,13,621,QUEBEC ST,Front,N/A,City,0,Spruce White,23,,0,0
9832,13,902,TROJAN AVE,Front,N/A,City,0,Maple Sugar,38,,0,0
9852,13,864,TROJAN AVE,Side,N/A,City,0,Ash Species,38,,0,0
9868,13,221,MART CIRC,Front,N/A,City,0,Linden Littleleaf,35,,0,0
9869,13,221,MART CIRC,Front,N/A,City,0,Ash European,38,,0,0
9876,13,667,MORIN ST,Front,N/A,City,0,Linden Littleleaf,63,,0,0
9879,13,525,COTE ST,Front,N/A,City,0,Ash White,116,,0,0
9897,13,539,GUY ST,Front,N/A,City,0,Maple Red,26,,0,0
9935,13,405,DONALD ST,Front,Boulevard,City,0,Ash White,30,,0,0
9954,13,369,NORTH RIVER RD,Front,N/A,City,0,Oak English,10,,0,0
9958,12,27,STEVENS AVE,Front,N/A,City,0,Maple Silver,125,,0,0
9969,13,270,MART CIRC,Front,N/A,City,0,Maple Silver,76,,0,0
9983,13,494,WOLFFDALE CRES,Front,N/A,City,0,Hackberry,3,,0,0
9984,13,498,WOLFFDALE CRES,Front,N/A,City,0,Hackberry,3,,0,0
9989,13,206,ALVIN RD,Front,N/A,City,0,Maple Silver,38,,0,0
9990,13,3,CLAREMONT DR,Front,N/A,City,0,Maple Sugar,7,,0,0
9991,13,3,CLAREMONT DR,Front,N/A,City,0,Maple Red,22,,0,0
10006,13,470,WOLFFDALE CRES,Front,N/A,City,0,Linden Littleleaf,51,,0,0
10014,13,671,ALESTHER ST,Front,N/A,City,0,Spruce White,8,,0,0
10021,13,3,BUTTON CRT,Front,N/A,City,0,Linden Littleleaf,59,,0,0
10028,13,123,DUNBARTON CRT,Front,N/A,City,0,Maple Sugar,26,,0,0
10070,13,500,ST. LAURENT BLVD,Front,N/A,City,0,Linden Littleleaf,18,,0,0
10074,13,763,BEN ST,Front,N/A,City,0,Oak Red,40,,0,0
10090,13,501,FOXVIEW PL,Front,N/A,City,0,Maple Manitoba,64,,0,0
10112,13,642,GARDENVALE RD,Front,N/A,City,0,Elm Prospector,5,,0,0
10118,13,723,TROJAN AVE,Front,N/A,City,0,Maple Red,11,,0,0
10126,13,641,CENTER ST,Front,N/A,City,0,Maple Norway,24,,0,0
10135,11,1235,DONALD ST,Front,N/A,City,0,Crabapple Species,5,,0,0
10141,13,1296,ALLOWAY CRES,Front,N/A,City,0,Linden Littleleaf,50,,0,0
10153,13,11,WARNOCK CRT,Oppos,CenterMed,City,0,Pine Jack,5,,0,0
10154,13,11,WARNOCK CRT,Oppos,CenterMed,City,0,Locust Honey,6,,0,0
10157,13,8,GANNET ST,Front,N/A,City,0,Ash Species,12,,0,0
10167,13,4,MERGANSER ST,Front,N/A,City,0,Spruce Colorado,6,,0,0
10188,13,81,BOREALIS CRES,Front,N/A,City,0,Locust Honey,13,,0,0
10195,13,850,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,28,,0,0
10203,13,758,RAINSFORD AVE,Oppos,N/A,City,0,Linden Littleleaf,57,,0,0
10204,13,752,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,32,,0,0
10208,13,728,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,22,,0,0
10215,13,657,CLARKE AVE,Front,N/A,City,0,Linden Littleleaf,69,,0,0
10221,13,308,LONDON TER,Oppos,N/A,City,0,Linden Littleleaf,40,,0,0
10223,13,328,LONDON TER,Front,N/A,City,0,Linden Littleleaf,46,,0,0
10235,13,160,MAFEKING AVE,Oppos,N/A,City,0,Ash White,24,,0,0
10240,13,1032,BLASDELL AVE,Side,N/A,City,0,Maple Red,40,,0,0
10242,13,163,CAMELIA AVE,Front,N/A,City,0,Maple Red,52,,0,0
10247,13,493,GUY ST,Front,N/A,City,0,Serviceberry,15,,0,0
10262,13,298,MART CIRC,Front,N/A,City,0,Maple Red,35,,0,0
10270,13,11,DAVENPORT PRIV,Side,N/A,City,0,Linden Littleleaf,35,,0,0
10275,13,165,ST. LAURENT BLVD,Front,N/A,City,0,Spruce White,43,,0,0
10278,13,454,WOLFFDALE CRES,Front,N/A,City,0,Ash Species,67,,0,0
10287,13,563,ALESTHER ST,Front,N/A,City,0,Maple Sugar,24,,0,0
10295,13,483,WOLFFDALE CRES,Front,N/A,City,0,Ash Species,76,,0,0
10300,13,151,CAMELIA AVE,Front,N/A,Joint,0,Maple Red,6,,0,0
10311,13,225,ALVIN RD,Front,N/A,City,0,Linden Littleleaf,36,,0,0
10313,13,275,ST. LAURENT BLVD,Side,N/A,City,0,Maple Norway,56,,0,0
10319,13,611,MONTREAL RD,Side,N/A,City,0,Ash White,15,,0,0
10320,13,760,BEN ST,Front,N/A,City,0,Maple Norway,48,,0,0
10331,13,521,ROCKLEDGE RD,Front,N/A,City,0,Linden Littleleaf,76,,0,0
10332,13,513,ROCKLEDGE RD,Front,N/A,City,0,Linden Littleleaf,56,,0,0
10333,13,499,ROCKLEDGE RD,Front,N/A,City,0,Hazel Turkish,40,,0,0
10335,13,815,ST. LAURENT BLVD,Side,N/A,City,0,Ash Species,40,,0,0
10336,13,875,BORTHWICK AVE,Front,N/A,City,0,Elm Prospector,6,,0,0
10361,11,900,SHEFFORD RD,Side,N/A,City,0,Maple Norway,6,,0,0
10362,11,1937,OAKDEAN CRES,Front,N/A,City,0,Maple Norway,66,,0,0
10371,11,2029,KINGS GROVE CRES,Front,N/A,City,0,Maple Red,42,,0,0
10375,11,22,ELVINA ST,Front,N/A,City,0,Ash Species,51,,0,0
10395,11,21,ROBIN CRES,Front,N/A,City,0,Horsechestnut Common,5,,0,0
10403,11,559,BUCHANAN CRES,Front,N/A,City,0,Spruce Colorado,36,,0,0
10404,11,503,BUCHANAN CRES,Front,N/A,Joint,0,Spruce Colorado,41,,0,0
10436,13,735,MORIN ST,Front,N/A,City,0,Hazel Turkish,34,,0,0
10443,13,440,MUTUAL ST,Side,N/A,Joint,0,Maple Manitoba,26,,0,0
10445,13,533,MUTUAL ST,Front,N/A,City,0,Linden Littleleaf,110,,0,0
10446,13,553,MUTUAL ST,Front,N/A,City,0,Maple Norway,47,,0,0
10452,13,885,MAY ST,Side,N/A,Joint,0,Maple Norway,93,,0,0
10453,13,885,MAY ST,Side,N/A,Joint,0,Maple Manitoba,25,,0,0
10461,13,83,COLLEGE CIRC,Side,N/A,City,0,Maple Norway,22,,0,0
10463,13,145,COLLEGE CIRC,Front,N/A,City,0,Maple Norway,13,,0,0
10468,13,904,BERMUDA AVE,Front,N/A,City,0,Maple Norway,33,,0,0
10469,13,154,BURMA RD,Front,N/A,City,0,Maple Norway,26,,0,0
10471,13,148,BURMA RD,Front,N/A,City,0,Ash Species,20,,0,0
10483,13,949,MONTREAL RD,Front,CenterMed,City,0,Locust Honey,7,,0,0
10489,13,642,GARDENVALE RD,Side,N/A,City,0,Ash White,64,,0,0
10511,13,728,RAINSFORD AVE,Oppos,N/A,City,0,Maple Norway,27,,0,0
10517,13,656,CLARKE AVE,Side,N/A,Joint,0,Cedar  Eastern White,50,,0,0
10523,13,150,CAMELIA AVE,Front,N/A,City,0,Maple Red,56,,0,0
10533,13,234,MART CIRC,Front,N/A,City,0,Elm Siberian,78,,0,0
10535,13,597,WOLFFDALE CRES,Front,N/A,City,0,Fir Balsam,30,,0,0
10540,13,566,WOLFFDALE CRES,Front,N/A,City,0,Maple Norway,23,,0,0
10556,13,417,MEADOW PARK PL,Front,N/A,City,0,Pine White,34,,0,0
10562,13,1060,RIVIERA DR,Front,N/A,City,0,Lilac  Japanese,5,,0,0
10564,13,1053,RIVIERA DR,Front,N/A,City,0,Linden Littleleaf,58,,0,0
10565,13,1047,RIVIERA DR,Front,N/A,City,0,Maple Silver,15,,0,0
10572,13,396,APPLE TREE LANE,Front,N/A,City,0,Ash White,30,,0,0
10573,13,1087,CHELSEA DR,Front,N/A,City,0,Ash White,35,,0,0
10582,13,499,ROCKLEDGE RD,Front,N/A,City,0,Linden Littleleaf,55,,0,0
10592,13,742,BORTHWICK AVE,Front,N/A,City,0,Elm Prospector,5,,0,0
10599,13,687,CUMMINGS AVE,Front,N/A,Joint,0,Cedar  Eastern White,40,,0,0
10612,13,537,BRITTANY DR,Front,N/A,City,0,Maple Red,55,,0,0
10615,13,409,APPLE TREE LANE,Front,N/A,City,0,Oak Red,40,,0,0
10633,13,401,ST. LAURENT BLVD,Side,N/A,City,0,Maple Norway,28,,0,0
10636,13,123,CARWOOD CIRC,Front,N/A,City,0,Locust Honey,8,,0,0
10642,13,98,CARWOOD CIRC,Front,N/A,Joint,0,Maple Norway,8,,0,0
10648,13,11,DUNBARTON CRT,Front,N/A,City,0,Maple Red,21,,0,0
10652,13,53,DUNBARTON CRT,Front,N/A,City,0,Maple Norway,34,,0,0
10654,13,516,WOLFFDALE CRES,Front,N/A,City,0,Oak Red,94,,0,0
10655,13,520,WOLFFDALE CRES,Front,N/A,City,0,Maple Norway,12,,0,0
10656,13,206,ALVIN RD,Front,N/A,City,0,Linden Littleleaf,34,,0,0
10668,13,560,MUTUAL ST,Front,N/A,City,0,Larch Eastern,24,,0,0
10674,13,454,WOLFFDALE CRES,Front,N/A,City,0,Maple Sugar,5,,0,0
10690,13,95,DUNBARTON CRT,Front,N/A,City,0,Linden Littleleaf,32,,0,0
10691,13,52,DUNBARTON CRT,Front,N/A,City,0,Maple Sugar,34,,0,0
10706,13,160,DUNBARTON CRT,Front,N/A,City,0,Maple Red,22,,0,0
10717,15,57,FAIRMONT AVE,Front,N/A,City,0,Elm Prospector,5,,0,0
10718,13,400,ST. LAURENT BLVD,Front,N/A,City,0,Linden Littleleaf,35,,0,0
10726,13,188,MARTIN AVE,Front,N/A,City,0,Cherry Choke Schubert,21,,0,0
10736,13,651,MORIN ST,Front,N/A,City,0,Linden Littleleaf,65,,0,0
10745,13,520,ALESTHER ST,Side,N/A,City,0,Maple Norway,37,,0,0
10750,13,519,DUNBRACK ST,Front,N/A,City,0,Locust Honey,14,,0,0
10752,13,524,DUNBRACK ST,Front,N/A,City,0,Maple Norway,25,,0,0
10759,13,538,WOLFFDALE CRES,Front,N/A,City,0,Ginkgo,4,,0,0
10772,13,145,DUNBARTON CRT,Front,N/A,City,0,Linden Littleleaf,42,,0,0
10776,13,145,DUNBARTON CRT,Oppos,CenterMed,City,0,Maple Red,19,,0,0
10785,13,216,DUNBARTON CRT,Front,N/A,City,0,Maple Red,14,,0,0
10806,13,405,DONALD ST,Front,Boulevard,City,0,Mountain Ash  Oakleaf,5,,0,0
10814,13,550,DONALD ST,Front,Boulevard,City,0,Oak Red,2,,0,0
10815,13,568,DONALD ST,Front,Boulevard,City,0,Ash European,46,,0,0
10822,13,1078,NORTH RIVER RD,Side,N/A,City,0,Ash White,32,,0,0
10829,13,369,NORTH RIVER RD,Front,N/A,City,0,Oak English,10,,0,0
10837,13,245,NORTH RIVER RD,Front,N/A,City,0,Ash White,68,,0,0
10842,13,1141,NORTH RIVER RD,Side,N/A,City,0,Ash White,70,,0,0
10847,13,56,ONTARIO ST,Front,N/A,City,0,Maple Norway,33,,0,0
10849,13,56,ONTARIO ST,Side,N/A,City,0,Maple Norway,39,,0,0
10870,13,355,LONDON TER,Front,N/A,City,0,Oak Red,10,,0,0
10873,13,396,MILLCRAFT CRES,Front,N/A,City,0,Maple Silver,71,,0,0
10879,12,280,MONTFORT ST,Front,N/A,City,0,Ash Species,28,,0,0
10881,12,290,MONTFORT ST,Front,N/A,City,0,Maple Norway,31,,0,0
10886,12,133,LAVERGNE ST,Front,N/A,City,0,Maple Sugar,23,,0,0
10888,12,249-7,GARNEAU ST,Front,N/A,City,0,Maple Norway,29,,0,0
10889,12,249-4,GARNEAU ST,Front,N/A,City,0,Maple Norway,26,,0,0
10912,13,570,GUY ST,Front,N/A,City,0,Fir Balsam,12,,0,0
10915,13,41,COLLEGE CIRC,Front,N/A,City,0,Ash Species,20,,0,0
10922,13,597,WOLFFDALE CRES,Front,N/A,City,0,Ash White,45,,0,0
10924,13,596,WOLFFDALE CRES,Front,N/A,City,0,Spruce Colorado,12,,0,0
10932,13,585,MONTREAL RD,Side,N/A,City,0,Linden Littleleaf,23,,0,0
10947,13,506,SIROIS AVE,Front,N/A,City,0,Maple Norway,22,,0,0
10951,13,503,WOLFFDALE CRES,Front,N/A,City,0,Maple Sugar,4,,0,0
10957,13,830,ST. LAURENT BLVD,Oppos,CenterMed,City,0,Locust Honey,10,,0,0
10968,11,2018,KINGS GROVE CRES,Front,N/A,City,0,Crabapple Species,8,,0,0
10969,11,2032,KINGS GROVE CRES,Front,N/A,City,0,Larch Eastern,31,,0,0
10973,11,2055,KINGS GROVE CRES,Front,N/A,City,0,Maple Red,58,,0,0
10991,13,1411,PLUMBER AVE,Front,N/A,City,0,Ash Species,44,,0,0
10993,13,1383,PLUMBER AVE,Front,N/A,City,0,Birch White,37,,0,0
10995,13,1339,PLUMBER AVE,Front,N/A,City,0,Ash Species,41,,0,0
11017,13,15,MEADOWCROFT CRES,Front,N/A,City,0,Spruce Colorado,10,,0,0
11023,13,22,COLLEGE CIRC,Front,N/A,City,0,Maple Norway,19,,0,0
11028,13,365,KING GEORGE ST,Front,N/A,City,0,Maple Sugar,32,,0,0
11038,13,346,PRINCE ALBERT ST,Front,N/A,City,0,Olive Russian,60,,0,0
11043,13,210,PRINCE ALBERT ST,Front,N/A,City,0,Maple Manitoba,16,,0,0
11048,13,249,GLYNN AVE,Front,N/A,City,0,Locust Honey,35,,0,0
11054,13,416,KING GEORGE ST,Side,N/A,City,0,Maple Manitoba,55,,0,0
11055,13,486,LAWSON AVE,Front,N/A,City,0,Crabapple Species,2,,0,0
11062,13,598,PRINCE ALBERT ST,Front,N/A,City,0,Locust Honey,40,,0,0
11064,13,227,PRINCE ALBERT ST,Front,N/A,City,0,Maple Norway,25,,0,0
11066,13,1200,ST. LAURENT BLVD,Rear,N/A,Joint,0,Maple Norway,23,,0,0
11071,13,431,PRESLAND RD,Front,N/A,City,0,Maple Norway,27,,0,0
11088,13,760,TROJAN AVE,Front,N/A,City,0,Maple Amur,10,,0,0
11096,11,20,BURROWS RD,Front,N/A,City,0,Maple Norway,31,,0,0
11097,11,16,BURROWS RD,Front,N/A,City,0,Maple Sugar,42,,0,0
11117,11,2031,KINGS GROVE CRES,Front,N/A,City,0,Spruce White,30,,0,0
11131,11,33,WHIPPOORWILL DR,Side,N/A,City,0,Spruce White,17,,0,0
11142,13,917,NORTH RIVER RD,Front,N/A,Joint,0,Lilac  Japanese,15,,0,0
11146,13,247,NORTH RIVER RD,Side,N/A,City,0,Maple Silver,75,,0,0
11152,13,950,MARGUERITE AVE,Front,N/A,City,0,Crabapple Species,5,,0,0
11176,12,250,MONTFORT ST,Front,N/A,Joint,0,Maple Manitoba,57,,0,0
11191,11,4,SWANS WAY,Side,N/A,City,0,Elm American,30,,0,0
11197,11,2,COXFORD ST,Front,N/A,City,0,Spruce Colorado,27,,0,0
11220,13,774,CLAUDE ST,Front,Boulevard,City,0,Ash White,68,,0,0
11225,13,848,CLAUDE ST,Front,N/A,City,0,Serviceberry,2,,0,0
11235,13,839,CLAUDE ST,Front,N/A,City,0,Maple Silver,128,,0,0
11237,13,793,CLAUDE ST,Front,N/A,City,0,Serviceberry,2,,0,0
11244,12,278,LAVERGNE ST,Front,N/A,City,0,Maple Sugar,23,,0,0
11249,12,60,LAVERGNE ST,Front,N/A,City,0,Crabapple Species,23,,0,0
11252,12,263,MICHEL CIRC,Front,N/A,City,0,Ash Species,31,,0,0
11263,13,93,ONTARIO ST,Front,N/A,City,0,Maple Sugar,41,,0,0
11267,13,67,GLYNN AVE,Front,N/A,City,0,Maple Red,51,,0,0
11280,11,2055,KINGS GROVE CRES,Front,N/A,City,0,Maple Red,54,,0,0
11282,11,2057,KINGS GROVE CRES,Side,N/A,City,0,Serviceberry,12,,0,0
